# Time		Position
0.5994844 0
0.6483088 
0.6962844 0.015
0.7262292 
0.7603068 0.03
0.783994 
0.8127912 0.045
0.8333844 
0.858384 0.06
0.876484 
0.898684 0.075
0.9148844 
0.9351152 0.09
0.9501276 
0.969186 0.105
0.9833892 
1.0013844 0.12
1.014784 
1.0315972 0.135
1.044284 
1.0601272 0.15
1.072026 
1.0870968 0.165
1.098498 
1.1130232 0.18
1.123984 
1.1380844 0.195
1.1486884 
1.162284 0.21
1.1725844 
1.185684 0.225
1.195684 
1.2083116 0.24
1.217906 
1.23023 0.255
1.2394996 
1.2514096 0.27
1.2604844 
1.2720196 0.285
1.2808844 
1.292184 0.3
1.30081 
1.3118844 0.315
1.32029 
1.3311952 0.33
1.3394236 
1.3500844 0.345
1.358184 
1.3685268 0.36
1.3764848 
1.3866096 0.375
1.394384 
1.4043848 0.39
1.411918 
1.4217096 0.405
1.429184 
1.438784 0.42
1.4460844 
1.4554284 0.435
1.462684 
1.4719136 0.45
1.4790136 
1.4881844 0.465
1.495116 
1.5041848 0.48
1.5110056 
1.5199292 0.495
1.5266996 
1.535484 0.51
1.5421176 
1.5507844 0.525
1.557384 
1.5658252 0.54
1.5722908 
1.580684 0.555
1.587084 
1.5953844 0.57
1.6016844 
1.609784 0.585
1.6160272 
1.6240832 0.6
1.6301844 
1.638112 0.615
1.64421 
1.6521072 0.63
1.6581116 
1.6659172 0.645
1.6718844 
1.6795848 0.66
1.6854304 
1.693084 0.675
1.698884 
1.706384 0.69
1.7121224 
1.719584 0.705
1.725284 
1.732684 0.72
1.738284 
1.7455104 0.735
1.7511272 
1.7582904 0.75
1.7638132 
1.7709232 0.765
1.776384 
1.783484 0.78
1.7888844 
1.795884 0.795
1.8012036 
1.808118 0.81
1.8134228 
1.820284 0.825
1.8255848 
1.832384 0.84
1.8375884 
1.8443968 0.855
1.8496 
1.856384 0.87
1.861526 
1.868184 0.885
1.8733168 
1.8799028 0.9
1.8849844 
1.8915844 0.915
1.8965932 
1.903132 0.93
1.908112 
1.914584 0.945
1.919584 
1.926484 0.96
1.9324844 
1.9475104 0.975
1.954784 
1.9632304 0.99
1.9767264 
1.992504 1.005
2.002384 
2.012584 1.02
2.0238132 
2.0407312 1.035
2.050024 
2.062084 1.05
2.073484 
2.0878844 1.065
2.098084 
2.110984 1.08
2.1213276 
2.1367844 1.095
2.146584 
2.158784 1.11
2.1706212 
2.1841936 1.125
2.1945952 
2.2079844 1.14
2.219184 
2.233222 1.155
2.2428844 
2.2579264 1.17
2.2688132 
2.2825944 1.185
2.2929844 
2.306984 1.2
2.318584 
2.332104 1.215
2.3427224 
2.3576108 1.23
2.3688284 
2.382702 1.245
2.3937844 
2.408484 1.26
2.419384 
2.4333916 1.275
2.444884 
2.4592288 1.29
2.4701844 
2.4846284 1.305
2.496212 
2.51059 1.32
2.52181 
2.536784 1.335
2.5483076 
2.562884 1.35
2.5743848 
2.5894844 1.365
2.6009844 
2.615684 1.38
2.6276072 
2.6425892 1.395
2.6541176 
2.669184 1.41
2.6813848 
2.696022 1.425
